custId,accountType,branchNumber,relatedCustomerId,maskedAccountNumber,type,openDate,id,balance,currency,maskedNumber
5c5816bb-2371-45b3-95e5-176a7cf27f51,bankAccounts_1,132,5c5816bb-2371-45b3-95e5-176a7cf27f51,34***40,DDA,2018-03-01,50037d0f-f4e5-4b2c-bc50-681771095d6d,5967.05,CAD,
5c5816bb-2371-45b3-95e5-176a7cf27f51,creditCardAccounts_0,,5c5816bb-2371-45b3-95e5-176a7cf27f51,,VISA,2018-03-01T00:00:00,dac1878a-38ea-4c88-a1a4-c85200b7a374,656.02,CAD,30*************18
799e2b46-0095-4a69-b8c6-3272fabc4c3b,bankAccounts_0,13974,799e2b46-0095-4a69-b8c6-3272fabc4c3b,46***75,DDA,2018-03-01,a45f9f7e-c375-40f6-8780-db04e051d9c9,49.6,CAD,
799e2b46-0095-4a69-b8c6-3272fabc4c3b,bankAccounts_1,13974,799e2b46-0095-4a69-b8c6-3272fabc4c3b,90***35,SDA,2018-03-01,80efe61e-036e-4d05-a9cd-1066486e6f55,89.18,CAD,
8b3c1b8d-3593-4cdd-b47b-a984b02d1a7f,bankAccounts_0,1970,8b3c1b8d-3593-4cdd-b47b-a984b02d1a7f,19***15,SDA,2018-03-01,83b8d736-c3cc-42b1-b3cf-4860ef251bb0,0.0,CAD,
8b3c1b8d-3593-4cdd-b47b-a984b02d1a7f,bankAccounts_1,1970,8b3c1b8d-3593-4cdd-b47b-a984b02d1a7f,41***99,DDA,2018-03-01,c689683c-ad2a-4e48-abed-546633f452b5,0.0,CAD,
8b3c1b8d-3593-4cdd-b47b-a984b02d1a7f,creditCardAccounts_0,,8b3c1b8d-3593-4cdd-b47b-a984b02d1a7f,,MC,2018-03-01T00:00:00,89e1df08-32d3-4f0c-bc46-5fef037d9bf5,2603.38,CAD,93*************03
d3e78cc8-2855-4be3-bf00-e7f41c88cd5e,bankAccounts_0,337,d3e78cc8-2855-4be3-bf00-e7f41c88cd5e,02***05,SDA,2018-03-01,7936c901-7c1b-47db-bcac-80d7a7490c5e,11650.6,CAD,
d3e78cc8-2855-4be3-bf00-e7f41c88cd5e,bankAccounts_1,337,d3e78cc8-2855-4be3-bf00-e7f41c88cd5e,76***32,DDA,2018-03-01,03deabfd-3b68-46f5-9527-8ea65333ac8b,6688.83,CAD,
d3e78cc8-2855-4be3-bf00-e7f41c88cd5e,creditCardAccounts_0,,d3e78cc8-2855-4be3-bf00-e7f41c88cd5e,,VISA,2018-03-01T00:00:00,9571b258-7327-43f6-8cae-4b499baae62c,758.32,CAD,29*************66
518c402f-bd86-4324-8a48-be9c645e8474,bankAccounts_0,12493,518c402f-bd86-4324-8a48-be9c645e8474,17***19,SDA,2018-03-01,bd54caab-6e12-4d1b-a08f-21b13ff12fc5,38740.4,CAD,
518c402f-bd86-4324-8a48-be9c645e8474,bankAccounts_1,12493,518c402f-bd86-4324-8a48-be9c645e8474,07***53,DDA,2018-03-01,8168868b-d505-4803-8abb-99818db96a90,60002.3,CAD,
518c402f-bd86-4324-8a48-be9c645e8474,creditCardAccounts_0,,518c402f-bd86-4324-8a48-be9c645e8474,,MC,2018-03-01T00:00:00,8f3760ff-7dd5-427e-85f6-c944befea40a,706.92,CAD,98*************13
05bc73a8-5f03-49ee-86a3-4c4952db7fc7,bankAccounts_0,1529,05bc73a8-5f03-49ee-86a3-4c4952db7fc7,11***92,SDA,2018-03-01,a7ae5d39-bd27-4e5d-bc83-431ec0794192,43.6,CAD,
05bc73a8-5f03-49ee-86a3-4c4952db7fc7,bankAccounts_1,1529,05bc73a8-5f03-49ee-86a3-4c4952db7fc7,00***95,DDA,2018-03-01,8c5339ad-6fe4-41c3-8b86-0df45691997e,21.8,CAD,
05bc73a8-5f03-49ee-86a3-4c4952db7fc7,creditCardAccounts_0,,05bc73a8-5f03-49ee-86a3-4c4952db7fc7,,VISA,2018-03-01T00:00:00,f79f377b-7dbe-4355-a27f-f363c31781d8,1332.05,CAD,22*************64
fd89a138-9a76-4530-92f0-af8c216897bb,bankAccounts_0,12082,fd89a138-9a76-4530-92f0-af8c216897bb,27***69,DDA,2018-03-01,53d5f2f0-3c94-4365-959b-e3a41c5e9bc2,5322.36,CAD,
fd89a138-9a76-4530-92f0-af8c216897bb,bankAccounts_1,12082,fd89a138-9a76-4530-92f0-af8c216897bb,66***26,SDA,2018-03-01,ad88fbed-d499-4fe6-a090-61ff907712ee,6826.4,CAD,
fd89a138-9a76-4530-92f0-af8c216897bb,creditCardAccounts_0,,fd89a138-9a76-4530-92f0-af8c216897bb,,VISA,2018-03-01T00:00:00,8cd59f2b-3072-4094-84ab-13c57393440f,611.8,CAD,59*************97
fef4ae2f-6222-4343-96a6-855194f227f6,bankAccounts_0,1760,fef4ae2f-6222-4343-96a6-855194f227f6,50***20,DDA,2018-03-01,cc707e8d-7d41-41e0-98b3-376f3912639d,14.68,CAD,
fef4ae2f-6222-4343-96a6-855194f227f6,bankAccounts_1,1760,fef4ae2f-6222-4343-96a6-855194f227f6,22***32,SDA,2018-03-01,7fe36d23-cecc-4b90-9539-1685f0f19c42,104.2,CAD,
21330e8f-659a-4894-bae1-3efd4c6bef46,bankAccounts_0,12238,21330e8f-659a-4894-bae1-3efd4c6bef46,74***48,SDA,2018-03-01,b49b8783-b2b7-4002-98f6-5d0b62f30bc0,2050.88,CAD,
21330e8f-659a-4894-bae1-3efd4c6bef46,bankAccounts_1,12238,21330e8f-659a-4894-bae1-3efd4c6bef46,35***83,DDA,2018-03-01,4c72638e-b5ae-460b-b227-42ee371a5fd7,1633.55,CAD,
21330e8f-659a-4894-bae1-3efd4c6bef46,creditCardAccounts_0,,21330e8f-659a-4894-bae1-3efd4c6bef46,,VISA,2018-03-01T00:00:00,3f7e666e-8196-43cf-9d16-966470a24161,3107.29,CAD,66*************13
f95ea500-958f-4c52-9bda-7a6c261930d1,bankAccounts_0,1923,f95ea500-958f-4c52-9bda-7a6c261930d1,35***57,SDA,2018-03-01,aef002a4-f9ac-4b1d-b8f1-6110ad0a6acc,152.9,CAD,
f95ea500-958f-4c52-9bda-7a6c261930d1,bankAccounts_1,1923,f95ea500-958f-4c52-9bda-7a6c261930d1,57***45,DDA,2018-03-01,5b562353-7be2-4269-9f00-e1e079307d35,380.22,CAD,
1de7592f-9ff9-44ab-bf9f-ba80be4a0078,bankAccounts_0,12081,1de7592f-9ff9-44ab-bf9f-ba80be4a0078,95***57,DDA,2018-03-01,d5cadde7-d926-41c7-bbab-1cace90f868f,35278.32,CAD,
1de7592f-9ff9-44ab-bf9f-ba80be4a0078,bankAccounts_1,12081,1de7592f-9ff9-44ab-bf9f-ba80be4a0078,94***03,SDA,2018-03-01,461ed0de-626b-421b-a15d-8ad6d5c911a8,24604.0,CAD,
1de7592f-9ff9-44ab-bf9f-ba80be4a0078,creditCardAccounts_0,,1de7592f-9ff9-44ab-bf9f-ba80be4a0078,,VISA,2018-03-01T00:00:00,5ff107a2-293c-4733-bc89-49b559863810,842.63,CAD,13*************44
053af17b-7713-4ae3-b976-ff9eecee2ad8,bankAccounts_0,87,053af17b-7713-4ae3-b976-ff9eecee2ad8,24***66,DDA,2018-03-01,1e406dab-6e97-4b7a-9645-7b18def6552c,11837.02,CAD,
053af17b-7713-4ae3-b976-ff9eecee2ad8,bankAccounts_1,87,053af17b-7713-4ae3-b976-ff9eecee2ad8,09***65,SDA,2018-03-01,8fc350f5-f4e3-4e47-a5d1-f97c44c6c7cc,17458.0,CAD,
053af17b-7713-4ae3-b976-ff9eecee2ad8,creditCardAccounts_0,,053af17b-7713-4ae3-b976-ff9eecee2ad8,,VISA,2018-03-01T00:00:00,7ef6f34f-308b-4589-90ee-accb949035c5,830.53,CAD,06*************44
bd03d4f8-653c-47f8-a1ae-00b0c872a96c,bankAccounts_0,538,bd03d4f8-653c-47f8-a1ae-00b0c872a96c,74***77,SDA,2018-03-01,29f18a0c-6155-4848-80ac-51c9fb2b6238,16392.88,CAD,
bd03d4f8-653c-47f8-a1ae-00b0c872a96c,bankAccounts_1,538,bd03d4f8-653c-47f8-a1ae-00b0c872a96c,35***42,DDA,2018-03-01,52294e0d-d343-42b2-8928-1732ae5b3ce6,13762.46,CAD,
bd03d4f8-653c-47f8-a1ae-00b0c872a96c,creditCardAccounts_0,,bd03d4f8-653c-47f8-a1ae-00b0c872a96c,,VISA,2018-03-01T00:00:00,6c8ef0cc-433b-4256-bda6-d45e93a827e8,577.79,CAD,27*************05
ae96cf8e-0ceb-4ea8-9da7-e4681c811a54,bankAccounts_0,12684,ae96cf8e-0ceb-4ea8-9da7-e4681c811a54,20***46,SDA,2018-03-01,add8c58b-8288-4362-94a4-eede49b03197,16216.4,CAD,
ae96cf8e-0ceb-4ea8-9da7-e4681c811a54,bankAccounts_1,12684,ae96cf8e-0ceb-4ea8-9da7-e4681c811a54,71***00,DDA,2018-03-01,bdb46fd5-99d9-427d-9b31-d9312bad400e,10952.5,CAD,
ae96cf8e-0ceb-4ea8-9da7-e4681c811a54,creditCardAccounts_0,,ae96cf8e-0ceb-4ea8-9da7-e4681c811a54,,VISA,2018-03-01T00:00:00,9fa391ca-7e2f-42fe-81b2-6e9e9c533bdc,818.67,CAD,04*************40
7235245c-d706-4681-92a6-185c0aebeed8,bankAccounts_0,87,7235245c-d706-4681-92a6-185c0aebeed8,57***96,DDA,2018-03-01,2049072f-e771-435e-acd7-b61fdf21e480,18.04,CAD,
7235245c-d706-4681-92a6-185c0aebeed8,bankAccounts_1,87,7235245c-d706-4681-92a6-185c0aebeed8,23***09,SDA,2018-03-01,73ed154d-d267-49ec-85df-4946be993570,155.08,CAD,
63b01a44-22d0-4510-a093-37cfabf8134c,bankAccounts_0,1580,63b01a44-22d0-4510-a093-37cfabf8134c,75***54,DDA,2018-03-01,32ec7c23-d9a7-4118-b5f9-e2cb242f30ff,1313.74,CAD,
63b01a44-22d0-4510-a093-37cfabf8134c,bankAccounts_1,1580,63b01a44-22d0-4510-a093-37cfabf8134c,41***45,SDA,2018-03-01,8bbc2f61-e57c-4144-a403-541ef0254838,8289.84,CAD,
63b01a44-22d0-4510-a093-37cfabf8134c,creditCardAccounts_0,,63b01a44-22d0-4510-a093-37cfabf8134c,,VISA,2018-03-01T00:00:00,811016de-51d3-4684-8c7e-d12f23e8b7e2,502.13,CAD,33*************31
9d6ea599-1747-49e4-93b7-33850da0a3f6,bankAccounts_0,1029,9d6ea599-1747-49e4-93b7-33850da0a3f6,58***11,DDA,2018-03-01,fc0dbc76-53aa-4c94-93c7-3f839c690056,1060.4,CAD,
9d6ea599-1747-49e4-93b7-33850da0a3f6,bankAccounts_1,1029,9d6ea599-1747-49e4-93b7-33850da0a3f6,54***44,SDA,2018-03-01,9956a7d4-e45b-418f-9bf5-5ff62ed84265,6997.6,CAD,
9d6ea599-1747-49e4-93b7-33850da0a3f6,creditCardAccounts_0,,9d6ea599-1747-49e4-93b7-33850da0a3f6,,MC,2018-03-01T00:00:00,638733eb-f48b-42d7-b70c-931617023151,2291.95,CAD,90*************79
691dba05-5e6e-42cd-9deb-a5e44f303870,bankAccounts_0,1440,691dba05-5e6e-42cd-9deb-a5e44f303870,94***01,SDA,2018-03-01,76ce3b03-1aca-4296-ba58-78890af44216,7709.04,CAD,
691dba05-5e6e-42cd-9deb-a5e44f303870,bankAccounts_1,1440,691dba05-5e6e-42cd-9deb-a5e44f303870,78***67,DDA,2018-03-01,b6a36a14-a60d-4c42-a551-c4fb3840c064,1815.19,CAD,
691dba05-5e6e-42cd-9deb-a5e44f303870,creditCardAccounts_0,,691dba05-5e6e-42cd-9deb-a5e44f303870,,VISA,2018-03-01T00:00:00,dc2ff753-1078-40a9-be8e-3ff29123e7a3,410.18,CAD,80*************90
4834d745-8c56-4fd9-9c40-5a052270da4e,bankAccounts_0,331,4834d745-8c56-4fd9-9c40-5a052270da4e,93***99,SDA,2018-03-01,e3ae638a-c206-48cc-973a-e333f5169e9b,8942.36,CAD,
4834d745-8c56-4fd9-9c40-5a052270da4e,bankAccounts_1,331,4834d745-8c56-4fd9-9c40-5a052270da4e,34***03,DDA,2018-03-01,c8107f25-9d33-4910-9fc5-581b9bf331e6,1481.91,CAD,
4834d745-8c56-4fd9-9c40-5a052270da4e,creditCardAccounts_0,,4834d745-8c56-4fd9-9c40-5a052270da4e,,VISA,2018-03-01T00:00:00,a3c40e07-95d8-41fc-8019-7708d8e6c556,2151.96,CAD,53*************57
778fccde-66ad-4e5c-a923-b52254b9b9e3,bankAccounts_0,1968,778fccde-66ad-4e5c-a923-b52254b9b9e3,66***40,SDA,2018-03-01,455c255f-944f-4f81-9715-d062faea27bb,0.0,CAD,
778fccde-66ad-4e5c-a923-b52254b9b9e3,bankAccounts_1,1968,778fccde-66ad-4e5c-a923-b52254b9b9e3,16***84,DDA,2018-03-01,5c3ada30-5928-4ede-b517-d8f9d52d635d,0.0,CAD,
778fccde-66ad-4e5c-a923-b52254b9b9e3,creditCardAccounts_0,,778fccde-66ad-4e5c-a923-b52254b9b9e3,,VISA,2018-03-01T00:00:00,6ed37dfb-1ff1-4812-82ef-48c7266d301f,2230.6,CAD,98*************32
0664dff2-07d9-44e4-b35f-4776697870ae,bankAccounts_0,12997,0664dff2-07d9-44e4-b35f-4776697870ae,12***99,SDA,2018-03-01,6cab4d8d-e207-4edb-95a7-6c1f984b0e43,0.0,CAD,
0664dff2-07d9-44e4-b35f-4776697870ae,bankAccounts_1,12997,0664dff2-07d9-44e4-b35f-4776697870ae,89***63,DDA,2018-03-01,b5f00f16-7c97-4de9-af5a-1f08e1d62906,0.0,CAD,
0664dff2-07d9-44e4-b35f-4776697870ae,creditCardAccounts_0,,0664dff2-07d9-44e4-b35f-4776697870ae,,VISA,2018-03-01T00:00:00,f8ce815a-d3d5-4ceb-b92b-17869aed1a53,2323.35,CAD,86*************34
671d0ae2-ecf4-4e00-ba4b-1f6c713ce5dc,bankAccounts_0,331,671d0ae2-ecf4-4e00-ba4b-1f6c713ce5dc,15***72,SDA,2018-03-01,6213d1d3-dd5d-4098-9b74-1ff4502c1e5a,11026.2,CAD,
671d0ae2-ecf4-4e00-ba4b-1f6c713ce5dc,bankAccounts_1,331,671d0ae2-ecf4-4e00-ba4b-1f6c713ce5dc,11***45,DDA,2018-03-01,99091157-0f45-48d4-8719-9c527095aba3,1490.3,CAD,
671d0ae2-ecf4-4e00-ba4b-1f6c713ce5dc,creditCardAccounts_0,,671d0ae2-ecf4-4e00-ba4b-1f6c713ce5dc,,VISA,2018-03-01T00:00:00,b81d1dbe-1634-4255-835e-110e627984da,393.61,CAD,14*************23
70490ec8-d272-46cf-9bba-fb6620154912,bankAccounts_0,1967,70490ec8-d272-46cf-9bba-fb6620154912,46***09,SDA,2018-03-01,4f0465f5-4c3b-45d0-85c1-dbccba8fd66e,40493.0,CAD,
70490ec8-d272-46cf-9bba-fb6620154912,bankAccounts_1,1967,70490ec8-d272-46cf-9bba-fb6620154912,46***04,DDA,2018-03-01,02c50a00-ba35-49ba-9a16-d1b2b762650b,56391.07,CAD,
70490ec8-d272-46cf-9bba-fb6620154912,creditCardAccounts_0,,70490ec8-d272-46cf-9bba-fb6620154912,,VISA,2018-03-01T00:00:00,ac64f5db-5f07-4ba6-8f21-620ac564d0a4,959.35,CAD,96*************47
b67e4926-c3a7-4646-9e7a-a38d7116922c,bankAccounts_0,1304,b67e4926-c3a7-4646-9e7a-a38d7116922c,47***29,SDA,2018-03-01,96aebc1b-4251-43a6-b094-0307fcf790ce,17383.32,CAD,
b67e4926-c3a7-4646-9e7a-a38d7116922c,bankAccounts_1,1304,b67e4926-c3a7-4646-9e7a-a38d7116922c,45***95,DDA,2018-03-01,51a42fc2-2f9b-40f8-a9ea-fe6f8cb756a0,24189.76,CAD,
b67e4926-c3a7-4646-9e7a-a38d7116922c,creditCardAccounts_0,,b67e4926-c3a7-4646-9e7a-a38d7116922c,,VISA,2018-03-01T00:00:00,a5e3fa55-5f89-4138-9568-fb81cf6915a5,834.23,CAD,70*************60
da0f7d15-a63a-4c3f-a3ce-932c88d4ee5f,bankAccounts_0,1282,da0f7d15-a63a-4c3f-a3ce-932c88d4ee5f,41***67,DDA,2018-03-01,06c54b33-0435-45f7-925e-1fb5ad78592b,2420.55,CAD,
da0f7d15-a63a-4c3f-a3ce-932c88d4ee5f,bankAccounts_1,1282,da0f7d15-a63a-4c3f-a3ce-932c88d4ee5f,93***06,SDA,2018-03-01,b172f534-fcbe-47ec-842d-72894d2ac348,12950.8,CAD,
da0f7d15-a63a-4c3f-a3ce-932c88d4ee5f,creditCardAccounts_0,,da0f7d15-a63a-4c3f-a3ce-932c88d4ee5f,,VISA,2018-03-01T00:00:00,462f428f-4212-4eb6-89a4-e3c2c30c33c3,648.31,CAD,79*************60
bf1e400a-557c-4f7c-999f-e93d8db81168,bankAccounts_0,11754,bf1e400a-557c-4f7c-999f-e93d8db81168,52***66,SDA,2018-03-01,1ff708cc-61e5-428b-8570-2a8e0b6209a0,17125.24,CAD,
bf1e400a-557c-4f7c-999f-e93d8db81168,bankAccounts_1,11754,bf1e400a-557c-4f7c-999f-e93d8db81168,62***70,DDA,2018-03-01,b9797b56-fd0c-456a-8555-3cd37c01f827,22737.91,CAD,
bf1e400a-557c-4f7c-999f-e93d8db81168,creditCardAccounts_0,,bf1e400a-557c-4f7c-999f-e93d8db81168,,VISA,2018-03-01T00:00:00,2882beb0-285e-4d42-ba01-6ae407b89677,674.17,CAD,29*************53
33d48bc7-dace-481e-afb0-19d55ccb608a,bankAccounts_0,1476,33d48bc7-dace-481e-afb0-19d55ccb608a,38***27,DDA,2018-03-01,8066a60c-1703-476a-a83c-309aa759e9fb,4872.93,CAD,
33d48bc7-dace-481e-afb0-19d55ccb608a,bankAccounts_1,1476,33d48bc7-dace-481e-afb0-19d55ccb608a,29***75,SDA,2018-03-01,efdcdeac-ea29-443f-bc91-0eb71fa2c7a2,12548.8,CAD,
33d48bc7-dace-481e-afb0-19d55ccb608a,creditCardAccounts_0,,33d48bc7-dace-481e-afb0-19d55ccb608a,,VISA,2018-03-01T00:00:00,fba12170-d3e3-48b0-afd9-828b52874e67,638.82,CAD,61*************45
b299fd21-1827-460d-805d-a37fbebf43ab,bankAccounts_0,374,b299fd21-1827-460d-805d-a37fbebf43ab,48***41,DDA,2018-03-01,d5ba2f67-5506-47e8-9f43-cf3e55bbff4f,8539.48,CAD,
b299fd21-1827-460d-805d-a37fbebf43ab,bankAccounts_1,374,b299fd21-1827-460d-805d-a37fbebf43ab,78***65,SDA,2018-03-01,c47c96d3-115f-44c2-85f4-63a22e5fe798,5043.7,CAD,
b299fd21-1827-460d-805d-a37fbebf43ab,creditCardAccounts_0,,b299fd21-1827-460d-805d-a37fbebf43ab,,VISA,2018-03-01T00:00:00,3dbd9c3c-977b-4d49-83c2-47fafe8bd3e9,115.92,CAD,68*************56
94683de8-6459-471c-b9bb-062f71c1d101,bankAccounts_0,575,94683de8-6459-471c-b9bb-062f71c1d101,06***81,SDA,2018-03-01,abe4d654-7724-48ed-b29c-47c9decf27b4,12938.88,CAD,
94683de8-6459-471c-b9bb-062f71c1d101,bankAccounts_1,575,94683de8-6459-471c-b9bb-062f71c1d101,24***54,DDA,2018-03-01,3e73bcfb-c995-44c5-949a-1708b705a7a0,8490.47,CAD,
94683de8-6459-471c-b9bb-062f71c1d101,creditCardAccounts_0,,94683de8-6459-471c-b9bb-062f71c1d101,,VISA,2018-03-01T00:00:00,02f8c847-f511-4f79-90df-c33d71337e7f,474.14,CAD,00*************03
afbad5ab-4a5d-48a0-8b00-af5316834af9,bankAccounts_0,329,afbad5ab-4a5d-48a0-8b00-af5316834af9,35***82,DDA,2018-03-01,2d371662-00f4-492c-bfab-164bdec16099,791.23,CAD,
afbad5ab-4a5d-48a0-8b00-af5316834af9,bankAccounts_1,329,afbad5ab-4a5d-48a0-8b00-af5316834af9,30***14,SDA,2018-03-01,d101e806-a288-4b67-ac56-1c4cda137723,8329.0,CAD,
afbad5ab-4a5d-48a0-8b00-af5316834af9,creditCardAccounts_0,,afbad5ab-4a5d-48a0-8b00-af5316834af9,,VISA,2018-03-01T00:00:00,608535aa-7ff6-4571-85e4-9e67798a0e58,3259.21,CAD,00*************55
e653c1d3-331b-4972-a9f3-d263d7652374,bankAccounts_0,1304,e653c1d3-331b-4972-a9f3-d263d7652374,52***30,DDA,2018-03-01,7d449d4e-62b0-4811-b277-edabaa7f6490,7141.82,CAD,
e653c1d3-331b-4972-a9f3-d263d7652374,bankAccounts_1,1304,e653c1d3-331b-4972-a9f3-d263d7652374,48***63,SDA,2018-03-01,9ea629ff-9721-44b6-ab09-41f7fb44f8d4,13845.28,CAD,
e653c1d3-331b-4972-a9f3-d263d7652374,creditCardAccounts_0,,e653c1d3-331b-4972-a9f3-d263d7652374,,VISA,2018-03-01T00:00:00,a1c9ab42-29dd-48bc-be91-4af9d0ddcceb,608.53,CAD,06*************70
7ec416d2-d32b-4315-bef2-8c9745dc1b0c,bankAccounts_0,1076,7ec416d2-d32b-4315-bef2-8c9745dc1b0c,40***83,DDA,2018-03-01,7ac45f03-2078-43ae-8fa3-8f70290d1da7,338.71,CAD,
7ec416d2-d32b-4315-bef2-8c9745dc1b0c,bankAccounts_1,1076,7ec416d2-d32b-4315-bef2-8c9745dc1b0c,34***97,SDA,2018-03-01,4973a247-163d-4a11-be4c-1b746562b310,3511.06,CAD,
7ec416d2-d32b-4315-bef2-8c9745dc1b0c,creditCardAccounts_0,,7ec416d2-d32b-4315-bef2-8c9745dc1b0c,,VISA,2018-03-01T00:00:00,6ca59a59-3057-4a7d-b0e5-1d7d701a14c9,2333.74,CAD,79*************29
0ca6f9c0-08bf-4b6e-9e02-c4c4f8681326,bankAccounts_0,12541,0ca6f9c0-08bf-4b6e-9e02-c4c4f8681326,25***69,SDA,2018-03-01,d70fd3c6-fafb-47c4-9bea-555ed3d48ae4,2705.34,CAD,
0ca6f9c0-08bf-4b6e-9e02-c4c4f8681326,bankAccounts_1,12541,0ca6f9c0-08bf-4b6e-9e02-c4c4f8681326,07***93,DDA,2018-03-01,b8c8664d-afc7-4509-a493-8fa089cbf28d,1917.21,CAD,
0ca6f9c0-08bf-4b6e-9e02-c4c4f8681326,creditCardAccounts_0,,0ca6f9c0-08bf-4b6e-9e02-c4c4f8681326,,VISA,2018-03-01T00:00:00,1815cf03-12f6-4421-8232-e63776eef39b,3505.84,CAD,53*************26
08d20ccb-18cb-4ca4-99ba-1deb0312eb34,bankAccounts_0,543,08d20ccb-18cb-4ca4-99ba-1deb0312eb34,93***92,SDA,2018-03-01,d53cdb37-6d30-4194-a2c3-4892ba4a0d5d,15635.6,CAD,
08d20ccb-18cb-4ca4-99ba-1deb0312eb34,bankAccounts_1,543,08d20ccb-18cb-4ca4-99ba-1deb0312eb34,21***76,DDA,2018-03-01,56bf6c08-0bf4-42c6-9be9-6451feaf9011,11620.33,CAD,
08d20ccb-18cb-4ca4-99ba-1deb0312eb34,creditCardAccounts_0,,08d20ccb-18cb-4ca4-99ba-1deb0312eb34,,VISA,2018-03-01T00:00:00,9aadad1f-548d-4c77-a0ce-b390b31883ea,513.59,CAD,86*************53
a04e11d5-f04a-4290-b370-92a038fcaee5,bankAccounts_0,1636,a04e11d5-f04a-4290-b370-92a038fcaee5,69***72,DDA,2018-03-01,434e957d-1dee-4f9f-b264-6fbd8bea4130,598.7,CAD,
a04e11d5-f04a-4290-b370-92a038fcaee5,bankAccounts_1,1636,a04e11d5-f04a-4290-b370-92a038fcaee5,82***19,SDA,2018-03-01,de2d52b3-1ec0-4945-b78f-2ac4c877b677,4845.2,CAD,
a04e11d5-f04a-4290-b370-92a038fcaee5,creditCardAccounts_0,,a04e11d5-f04a-4290-b370-92a038fcaee5,,MC,2018-03-01T00:00:00,e27fa9b2-d0c5-4418-9ae2-31d8e4f946c7,2919.12,CAD,82*************71
f64c70b4-4d0c-467c-a6e2-4cf8de765d83,bankAccounts_0,11653,f64c70b4-4d0c-467c-a6e2-4cf8de765d83,69***19,DDA,2018-03-01,2eda6cf5-33d3-42d4-8452-f2ef5d5c46cf,23407.68,CAD,
f64c70b4-4d0c-467c-a6e2-4cf8de765d83,bankAccounts_1,11653,f64c70b4-4d0c-467c-a6e2-4cf8de765d83,36***99,SDA,2018-03-01,510a3dee-ff94-4c05-b7b1-273f098ade7b,21588.0,CAD,
f64c70b4-4d0c-467c-a6e2-4cf8de765d83,creditCardAccounts_0,,f64c70b4-4d0c-467c-a6e2-4cf8de765d83,,MC,2018-03-01T00:00:00,4a5f1c07-5627-4416-9e2f-c6e988646cef,838.0,CAD,47*************20
87e90b16-8d1f-4380-8488-f9127685ccfc,bankAccounts_0,392,87e90b16-8d1f-4380-8488-f9127685ccfc,41***92,SDA,2018-03-01,962a3329-fedc-4830-bf6c-55dae7486e74,34600.96,CAD,
87e90b16-8d1f-4380-8488-f9127685ccfc,bankAccounts_1,392,87e90b16-8d1f-4380-8488-f9127685ccfc,69***94,DDA,2018-03-01,0a686dec-9dc5-4cc7-bcc2-91ac270448d9,52097.27,CAD,
87e90b16-8d1f-4380-8488-f9127685ccfc,creditCardAccounts_0,,87e90b16-8d1f-4380-8488-f9127685ccfc,,VISA,2018-03-01T00:00:00,e5135e11-8934-4faa-ace1-1abe174ee621,951.64,CAD,07*************19
