id,type,givenName,surname,age,gender,birthDate,relationshipStatus,habitationStatus,postalCode,workActivity,occupationIndustry,totalIncome,otherName,schoolAttendance,maidenName
36e113b8-5947-4d9b-9962-764261988d94,Personal,Alene,Moothart,33,Female,1986-06-09,Divorced,With Spouse,M9V 2E9,fulltime,2361 Residential building construction,27896.0,,,
4e9758de-7eee-402a-9b1c-205f710c85cc,Personal,Regan,Soroa,54,Female,1965-05-08,Divorced,With Spouse,M9C 2Z6,parttime,"4145 Pharmaceuticals, toiletries, cosmetics and sundries wholesaler-distributors",26156.75,,,
af69f3fc-7d66-4d53-8a80-138cb324d4f3,Personal,Rania,Bazzanella,48,Female,1971-01-29,Single,With Spouse,M4X 1W7,parttime,9120 Provincial and territorial public administration (9121 to 9129),12916.2,,,
78e791ff-ecf8-4e19-88ab-63b7b4593573,Personal,Aster,Lamarsh,37,Female,1982-06-08,Single,With Spouse,M2L 2H8,fulltime,4451 Grocery stores,48426.0,,,
6550f355-f8cf-448c-b90e-aa5cba012e87,Personal,Montgomery,Schmidbauer,45,Male,1974-05-06,Divorced,With Spouse,M6S 3N5,,,,,,
efc37a50-78c5-49fa-91cb-50ecc2a977da,Personal,Francis,Loredo,57,Female,1962-08-16,Single,With Spouse,M2M 3T8,fulltime,5614 Business support services,38771.1,,,
09114537-1388-407a-8339-7531ddb1e83c,Personal,Kiyoko,Mehlhaff,53,Female,1966-02-28,Divorced,With Spouse,M9R 1C7,fulltime,7222 Limited-service restaurants,47883.7,,,
446a934e-ab8f-41ca-9e56-2873976232de,Personal,Evy,Seller,36,Female,1983-08-16,Single,With Spouse,M2J 3P3,fulltime,5151 Radio and television broadcasting,39664.0,,,
4e1915d2-bb48-47a0-97bb-d7ee93586255,Personal,Clarinda,Roddam,29,Female,1990-06-09,Single,With Spouse,M4N 1E2,fulltime,2382 Building equipment contractors,54724.23,,Apprenticeship,
b746cb44-6e43-4d69-a71e-19d0a3b53850,Personal,Douglas,Arnn,16,Male,2003-07-11,Single,With Parent,M9C 3Y2,,,,,Secondary,
8482600f-9747-4dd6-bf38-cb46dd79bc74,Personal,Jaquelyn,Hatteyer,16,Female,2003-02-27,Single,With Parent,M6J 2X8,,,,,Secondary,
58c49482-c930-4374-9fe8-1bdeda2374d4,Personal,Vaughn,Zwicker,25,Male,1994-01-28,Single,With Spouse,M2P 2G9,parttime,5171 Wired telecommunications carriers,13245.87,,Apprenticeship,
30c33943-b00d-4b77-b243-1a75b438e178,Personal,Macy,Lacerenza,27,Female,1991-10-20,Single,With Parent,M1E 4P8,parttime,6230 Nursing and residential care facilities (6231 to 6239),4259.64,Akilah,Apprenticeship,
11fa5b4f-8290-4424-99e8-48102d1fd69b,Personal,Belva,Broglie,49,Female,1970-09-17,Divorced,With Spouse,M2R 3N5,parttime,3399 Other miscellaneous manufacturing,18643.9,,,
0318e803-cb54-4da0-9b68-9a16f7581144,Personal,Tiberius,Bonaventura,46,Male,1973-02-28,Single,With Spouse,M4E 1M7,,,,Jarod,,
e9c28efa-29cc-453f-a571-420411e81489,Personal,Finnigan,Marceaux,27,Other,1992-06-10,Single,With Spouse,M2R 2V3,parttime,"5413 Architectural, engineering and related services",11481.36,,Apprenticeship,
dd1245ac-5f6d-4c3c-b462-9b88a864d863,Personal,Lucien,Coriaty,33,Male,1985-10-21,Divorced,With Spouse,M6B 2W5,fulltime,4451 Grocery stores,91423.0,,,
bcdf3ab1-fb70-4269-8ea2-553cb420fecd,Personal,Charmain,Dzinski,23,Female,1996-01-29,Single,With Spouse,M4C 4H4,parttime,"5412 Accounting, tax preparation, bookkeeping and payroll services",15070.77,,College,
601af0fc-8908-4852-a34f-55402481f1c7,Personal,Benita,Goetting,22,Female,1997-05-07,Single,With Spouse,M3M 1M3,parttime,4422 Home furniture stores,11773.74,Daphine,College,
7e51d877-e956-4a88-a023-bf8f69601303,Personal,Katharina,Work,46,Female,1973-06-08,Single,With Spouse,M1P 3S6,parttime,"9130 Local, municipal and regional public administration (9131 and 9139)",20271.9,,,
cd7b5a71-db36-4b76-a127-c474b5de4cd0,Personal,Deb,Metcalfe,26,Female,1993-08-15,Single,With Parent,M9C 2Z6,parttime,5616 Investigation and security services,7616.73,,Apprenticeship,
17c599ae-b879-4569-8b27-01a8160de04a,Personal,Archer,Bognar,46,Male,1973-02-28,Single,With Spouse,M4N 2G7,fulltime,5221 Depository credit intermediation,134875.4,,,
76527063-cc39-4e19-a91d-54b3aebcb145,Personal,Mica,Pappalardo,45,Male,1974-01-29,Single,With Spouse,M9C 3X5,parttime,6112 Community colleges and C.E.G.E.P.s,17084.1,,,
e5c40d53-4418-441d-b8e9-18af47db32f2,Personal,Tess,Silbaugh,31,Female,1988-09-17,Single,With Spouse,M8Y 1Y6,parttime,9120 Provincial and territorial public administration (9121 to 9129),18881.61,,Apprenticeship,
add75cce-3221-4f73-898d-1057d348a6b7,Personal,Mycroft,Smelcer,33,Male,1986-08-15,Single,With Spouse,M4Y 0A4,fulltime,8122 Funeral services,62205.0,,,
96c00853-e733-482f-bb6f-a74becd67cc4,Personal,Gregg,Cheatam,40,Male,1978-10-20,Single,With Spouse,M6E 1V9,fulltime,5222 Non-depository credit intermediation,36293.0,,,
efb9344e-7771-4c64-aec2-dd87a3bd2cea,Personal,Cathi,Tritten,23,Other,1996-05-07,Single,With Spouse,M2R 2V3,parttime,5411 Legal services,9720.48,,College,
ffabd322-6513-48ba-8537-8e7ac5db746c,Personal,Sharlene,Zilka,26,Female,1993-04-04,Single,With Spouse,M6G 1M8,parttime,6220 Hospitals (6221 to 6223),16270.32,,Apprenticeship,
4cd4ed22-3383-4550-9f91-343626b6c1b4,Personal,Lashawnda,Janitz,20,Female,1999-01-28,Single,With Parent,M9B 5W2,parttime,6111 Elementary and secondary schools,9771.3,,College,
c928e6a1-6cfc-47a0-baff-8e653ccbe93a,Personal,Sophy,Lofguist,27,Female,1992-08-14,Single,With Spouse,M3K 1G9,parttime,7221 Full-service restaurants,9302.04,,Apprenticeship,
f09b2bca-6be5-4fa3-ba62-c03c9e3fc78b,Personal,Hector,Jozsa,32,Male,1987-09-17,Single,With Spouse,M3M 2V6,parttime,5311 Lessors of real estate,9304.68,Allan,Apprenticeship,
e5c8bab3-052e-43a5-aa06-f9b2e1c2ba97,Personal,Lorcan,Hudson,52,Male,1966-11-22,Divorced,With Spouse,M4J 1K6,fulltime,2371 Utility system construction,62568.05,,,
7d425fd2-2feb-4b42-bc9c-00ef0458e005,Personal,Bradley,Vanpoppelen,34,Male,1984-10-22,Single,With Spouse,M1N 2Y4,fulltime,"3256 Soap, cleaning compound and toilet preparation manufacturing",45259.0,,,
5018b170-e9a9-4bb0-9ea1-bc45c0c96428,Personal,Louise,Winham,39,Female,1980-04-03,Single,With Spouse,M1B 3A8,fulltime,4461 Health and personal care stores,35728.0,,,
c033bfed-67d9-438f-b899-876a2305379d,Personal,Ieuan,Ewell,57,Male,1962-05-08,Single,With Spouse,M4M 2S6,fulltime,6220 Hospitals (6221 to 6223),43364.2,,,
59d5a0f0-bf4d-4b80-b260-e3f6b11dfa68,Personal,Malachi,Mccaul,33,Male,1985-12-26,Single,With Parent,M4T 1G6,fulltime,5221 Depository credit intermediation,47639.0,,,
6c713451-9ff7-4b54-b1c2-7f973468b88f,Personal,Wes,Kaaz,34,Male,1985-03-01,Single,With Spouse,M2N 7L6,fulltime,5232 Securities and commodity exchanges,38474.0,,,
a0ba3c96-d2e1-499f-8b1c-4ae2e4351d3a,Personal,Catelyn,Hiefnar,40,Female,1979-06-09,Divorced,With Spouse,M1K 1G7,fulltime,"5419 Other professional, scientific and technical services",35323.0,,,
2cecd3d0-d32e-45e1-bb5c-e65a2b4a67fb,Personal,Doris,Grajales,22,Female,1997-08-16,Single,With Parent,M6G 1W7,parttime,"8139 Business, professional, labour and other membership organizations",11303.49,,College,
702aff65-78d9-4563-a4bf-b65cd6f89177,Personal,Aileen,Setting,29,Female,1990-06-09,Single,With Spouse,M6E 3W8,parttime,"9130 Local, municipal and regional public administration (9131 and 9139)",13622.4,,Apprenticeship,
c6a8942f-9017-4bfb-ad8c-890255816157,Personal,Harry,Chatley,40,Male,1979-06-10,Single,With Spouse,M6P 2J8,fulltime,3329 Other fabricated metal product manufacturing,34566.0,,,
182483ef-1e1e-48a4-8d6a-effebd893a6a,Personal,Larry,Luciani,44,Female,1975-02-28,Single,With Spouse,M9C 4Y7,fulltime,5311 Lessors of real estate,53280.7,,,
1f92cd0d-9d1f-4cd6-90be-f66c26cad406,Personal,Kimberly,Mihelic,27,Female,1991-11-23,Single,With Spouse,M2J 1L4,parttime,8121 Personal care services,9722.46,,Apprenticeship,
d301e284-3fff-481a-a161-141f1d25258a,Personal,Refugia,Calkin,23,Other,1995-12-27,Single,With Spouse,M9M 2E5,parttime,6111 Elementary and secondary schools,9993.39,,College,
f7f38850-f583-4f60-981c-8771b132df12,Personal,Jeramy,Stickfort,16,Male,2003-04-03,Single,With Parent,M4K 3Y6,,,,,Secondary,
569fc752-1885-4902-8564-fc1e258799b3,Personal,Remy,Valado,39,Male,1980-05-08,Divorced,With Spouse,M4G 2Z7,fulltime,5511 Management of companies and enterprises,97039.0,,,
238cc466-8613-4edf-af01-601d15ce2124,Personal,Lillie,Stubbolo,54,Female,1964-11-22,Widowed,With Spouse,M1V 1X2,parttime,6241 Individual and family services,13749.4,,,
0ac219c4-6391-4107-a665-eac3ecaad4be,Personal,Jackie,Biber,53,Male,1966-09-16,Single,With Spouse,M1B 1S9,parttime,7211 Traveller accommodations,31458.25,,,
c7b2e398-d5a5-4b69-8225-4f6b05bf1174,Personal,Bruce,Lukasik,48,Male,1971-08-15,Separated,With Spouse,M4K 2M2,,,,,,
25a0ac58-97b0-45a1-afea-733bd86d420d,Personal,Loran,Startin,16,Female,2003-01-28,Single,With Parent,M4C 1G2,,,,,Secondary,
8b570719-c791-4923-beb3-3ca39f10c645,Personal,Min,Candee,16,Female,2003-01-30,Single,With Parent,M2N 7A9,,,,,Secondary,
a659f71a-67a0-4199-9c6a-467537a09382,Personal,Merlin,Chamness,31,Male,1988-01-30,Single,With Spouse,M2R 3B7,parttime,"4163 Lumber, millwork, hardware and other building supplies wholesaler-distributors",9060.81,,Apprenticeship,
0d7eab2a-0e80-4415-aa1f-d19942b3811c,Personal,Omer,Martha,29,Other,1989-12-27,Single,With Parent,M4G 2V3,parttime,5122 Sound recording industries,4534.53,,Apprenticeship,
302ea7bf-229f-47f1-bfbe-9edd9fe88aee,Personal,Alica,Clausing,24,Female,1995-05-07,Single,With Parent,M5R 3V3,parttime,5414 Specialized design services,12018.93,,College,
00a0311a-b105-458d-92e6-d70635dbbca9,Personal,Janey,Alge,43,Female,1976-02-29,Separated,With Spouse,M5R 2W4,fulltime,5311 Lessors of real estate,78642.3,,,
026b66c2-2e67-4c7a-ba50-d779e0703cb9,Personal,Jerry,Fleischacker,54,Male,1965-07-12,Divorced,With Spouse,M1T 2T8,parttime,5223 Activities related to credit intermediation,29610.2,,,
d7200ac7-df9d-40d7-a05e-82f3c7bb1ed0,Personal,Reed,Malito,40,Male,1979-05-09,Single,With Spouse,M6G 3H5,fulltime,5615 Travel arrangement and reservation services,38959.0,Brogan,,
d0e7b3cf-bfc1-4980-a325-601a4907e6d2,Personal,Kaycee,Coldren,54,Female,1965-08-16,Divorced,With Spouse,M6M 4K9,fulltime,6111 Elementary and secondary schools,35796.05,,,
6672a811-e728-474e-b99a-05c9270be00e,Personal,Leuan,Lorion,46,Male,1972-11-23,Separated,With Spouse,M1J 2K2,parttime,"5242 Agencies, brokerages and other insurance related activities",24257.2,,,
67f42792-a3be-4e4c-a77b-0478822866a4,Personal,Forest,Eibel,43,Male,1976-08-16,Divorced,With Spouse,M4V 2S9,fulltime,5172 Wireless telecommunications carriers (except satellite),80205.4,,,
783208dc-d731-49d7-bbe8-539c68e0298f,Personal,Eleonora,Kamke,45,Female,1974-09-16,Single,With Spouse,M6B 1H5,fulltime,6211 Offices of physicians,76072.7,,,
df05e6e1-7baa-430a-860e-48a71f93ce29,Personal,Dixon,Machen,41,Male,1977-12-25,Single,With Spouse,M5R 1J8,,,,,,
66ba37d2-a5df-4c7e-9309-a3c677e847ea,Personal,Zelina,Rossmann,20,Other,1998-11-23,Single,With Parent,M2N 6B5,parttime,7221 Full-service restaurants,10365.63,,College,
14de7693-3292-436f-995b-1055fabd11b6,Personal,Keon,Derizzio,41,Other,1978-05-06,Divorced,With Spouse,M8X 2S9,fulltime,3344 Semiconductor and other electronic component manufacturing,84561.0,,,
fd6047c6-76ea-4ee3-93b7-7630763f9048,Personal,Yessica,Wisor,32,Female,1987-05-08,Single,With Spouse,M2J 4P9,parttime,6116 Other school and instruction,13738.89,,Apprenticeship,
6e81065e-67ac-479c-b88d-74c5bc183f8b,Personal,Hayden,Fuentas,41,Male,1978-08-15,Divorced,With Spouse,M4K 2V2,fulltime,4521 Department stores,65295.0,,,
003dd561-312a-4ad0-b7cb-fd61605f3756,Personal,Trinidad,Harmond,45,Male,1974-08-16,Separated,With Spouse,M6E 3L7,fulltime,4851 Urban transit systems,38417.5,,,
14676d3b-d600-4832-9aa7-6135d555f6ea,Personal,Arnulfo,Cronholm,49,Male,1970-09-16,Single,With Spouse,M3N 2B9,parttime,5415 Computer systems design and related services,28663.8,,,
dac1790e-132f-4f3c-b9e0-5db66814d17e,Personal,London,Landingham,23,Male,1996-04-04,Single,With Parent,M9C 3X5,parttime,6111 Elementary and secondary schools,6144.27,,College,
4c052c66-4b4c-4184-9687-525f0af35ff7,Personal,Samson,Nida,54,Male,1965-02-27,Separated,With Spouse,M4G 2V3,parttime,"2211 Electric power generation, transmission and distribution",12861.6,,,
5c6f5ce4-7565-472b-894d-8e87014092ea,Personal,Massimo,Eakin,45,Male,1974-01-29,Single,With Spouse,M4G 4E4,parttime,4481 Clothing stores,17018.1,,,
de9dcff7-8806-45fa-b429-93699a01e05d,Personal,Guido,Farrington,30,Male,1989-07-13,Single,With Parent,M6M 3S4,parttime,6111 Elementary and secondary schools,7394.64,Waldo,Apprenticeship,
cc2b9ab4-eb51-4efa-9a79-889364b94f52,Personal,Season,Stimpert,30,Female,1989-07-13,Single,With Spouse,M9B 5B5,parttime,4451 Grocery stores,12222.54,Dawne,Apprenticeship,
da614c68-ab50-4aea-926b-0aaa4d219b9e,Personal,Nathaniel,Owney,54,Male,1964-12-27,Divorced,With Spouse,M1B 1M3,parttime,"5416 Management, scientific and technical consulting services",24131.6,,,
cba37694-fa17-4d42-aaef-042740903f2f,Personal,Myrtie,Weig,15,Female,2004-06-09,Single,With Parent,M8X 2S9,,,,,Middle,
9dc54302-f669-4b8a-93b3-6379bf3b6227,Personal,Taliyah,Meranto,22,Female,1997-03-01,Single,With Spouse,M2N 2V4,parttime,6241 Individual and family services,11253.99,,College,
97429ff1-da39-42b9-9458-0e8b9e4a115f,Personal,Kourtney,Stamison,38,Female,1980-11-23,Single,With Spouse,M1L 3L3,,,,,,
7c67388b-f968-4991-ba88-01c9256106d9,Personal,Dion,Woodhouse,27,Female,1992-05-07,Single,With Spouse,M3M 2V6,parttime,5241 Insurance carriers,8462.85,Ossie,Apprenticeship,
5ca14f14-d997-4181-8aad-697376cdf78f,Personal,Terese,Phaup,55,Female,1964-08-14,Divorced,With Spouse,M5P 3H9,parttime,5311 Lessors of real estate,29489.45,,,
4fddb716-5930-4a12-b6c4-58f3ad64ec64,Personal,Doloris,Tenofsky,27,Female,1992-06-10,Single,With Spouse,M9R 3L5,parttime,5121 Motion picture and video industries,9900.66,,Apprenticeship,
5f5d520d-25d5-484e-a1a2-50ff6524e9a5,Personal,Gill,Peale,55,Male,1964-07-11,Divorced,With Spouse,M4P 2R6,fulltime,3314 Non-ferrous metal (except aluminum) production and processing,79513.3,Donte,,
cff24046-499d-49ff-ad08-3da2afaf03f4,Personal,Edmond,Depew,32,Male,1987-05-08,Single,With Spouse,M6J 3H9,parttime,5617 Services to buildings and dwellings,15316.29,,Apprenticeship,
6d60b5cb-f6e3-48a3-92aa-1b4533deb75d,Personal,Brod,Keyt,47,Male,1971-11-23,Divorced,With Spouse,M8Y 2S5,parttime,5171 Wired telecommunications carriers,32250.9,,,
a1fd3e7f-5afc-4614-af6e-9beb98e7f780,Personal,Parker,Piro,39,Male,1980-09-16,Single,With Spouse,M9M 2Z9,fulltime,4481 Clothing stores,36872.0,,,
65cb5375-2c38-4297-8712-f53980d8a7b5,Personal,Jade,Dronick,33,Female,1986-04-04,Single,With Spouse,M1N 3B9,fulltime,9120 Provincial and territorial public administration (9121 to 9129),48526.0,,,
